mnemonic,arg_position,arg_name,arg_type
CMD_ADCS_ATT_SLEW_034,1,quat_y,float32
CMD_ADCS_ATT_SLEW_034,2,quat_z,float32
CMD_ADCS_ATT_SLEW_034,3,quat_w,float32
CMD_COMM_TX_ENABLE_034,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_034,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_034,0,dbm,int8
CMD_COMM_DUMP_START_034,0,vc_id,uint8
CMD_COMM_DUMP_STOP_034,0,vc_id,uint8
CMD_CDH_TIME_SYNC_034,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_034,0,path,string
CMD_CDH_MEM_DUMP_034,0,addr,uint32
CMD_CDH_MEM_DUMP_034,1,len,uint16
CMD_CDH_MEM_PATCH_034,0,addr,uint32
CMD_CDH_MEM_PATCH_034,1,data,bytes
CMD_THERMAL_HTR_ON_034,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_034,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_034,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_034,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_034,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_034,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_035,0,channel,uint8
CMD_EPS_PWR_ON_035,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_035,0,channel,uint8
CMD_EPS_BATT_TRICKLE_035,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_035,0,array_id,uint8
CMD_EPS_SOLAR_STOW_035,0,array_id,uint8
CMD_ADCS_MODE_SET_035,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_035,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_035,1,rpm,int16
CMD_ADCS_RW_STOP_035,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_035,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_035,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_035,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_035,0,quat_x,float32
CMD_ADCS_ATT_SLEW_035,1,quat_y,float32
CMD_ADCS_ATT_SLEW_035,2,quat_z,float32
CMD_ADCS_ATT_SLEW_035,3,quat_w,float32
CMD_COMM_TX_ENABLE_035,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_035,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_035,0,dbm,int8
CMD_COMM_DUMP_START_035,0,vc_id,uint8
CMD_COMM_DUMP_STOP_035,0,vc_id,uint8
CMD_CDH_TIME_SYNC_035,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_035,0,path,string
CMD_CDH_MEM_DUMP_035,0,addr,uint32
CMD_CDH_MEM_DUMP_035,1,len,uint16
CMD_CDH_MEM_PATCH_035,0,addr,uint32
CMD_CDH_MEM_PATCH_035,1,data,bytes
CMD_THERMAL_HTR_ON_035,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_035,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_035,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_035,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_035,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_035,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_036,0,channel,uint8
CMD_EPS_PWR_ON_036,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_036,0,channel,uint8
CMD_EPS_BATT_TRICKLE_036,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_036,0,array_id,uint8
CMD_EPS_SOLAR_STOW_036,0,array_id,uint8
CMD_ADCS_MODE_SET_036,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_036,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_036,1,rpm,int16
CMD_ADCS_RW_STOP_036,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_036,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_036,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_036,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_036,0,quat_x,float32
CMD_ADCS_ATT_SLEW_036,1,quat_y,float32
CMD_ADCS_ATT_SLEW_036,2,quat_z,float32
CMD_ADCS_ATT_SLEW_036,3,quat_w,float32
CMD_COMM_TX_ENABLE_036,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_036,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_036,0,dbm,int8
CMD_COMM_DUMP_START_036,0,vc_id,uint8
CMD_COMM_DUMP_STOP_036,0,vc_id,uint8
CMD_CDH_TIME_SYNC_036,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_036,0,path,string
CMD_CDH_MEM_DUMP_036,0,addr,uint32
CMD_CDH_MEM_DUMP_036,1,len,uint16
CMD_CDH_MEM_PATCH_036,0,addr,uint32
CMD_CDH_MEM_PATCH_036,1,data,bytes
CMD_THERMAL_HTR_ON_036,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_036,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_036,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_036,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_036,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_036,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_037,0,channel,uint8
CMD_EPS_PWR_ON_037,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_037,0,channel,uint8
CMD_EPS_BATT_TRICKLE_037,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_037,0,array_id,uint8
CMD_EPS_SOLAR_STOW_037,0,array_id,uint8
CMD_ADCS_MODE_SET_037,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_037,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_037,1,rpm,int16
CMD_ADCS_RW_STOP_037,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_037,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_037,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_037,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_037,0,quat_x,float32
CMD_ADCS_ATT_SLEW_037,1,quat_y,float32
CMD_ADCS_ATT_SLEW_037,2,quat_z,float32
CMD_ADCS_ATT_SLEW_037,3,quat_w,float32
CMD_COMM_TX_ENABLE_037,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_037,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_037,0,dbm,int8
CMD_COMM_DUMP_START_037,0,vc_id,uint8
CMD_COMM_DUMP_STOP_037,0,vc_id,uint8
CMD_CDH_TIME_SYNC_037,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_037,0,path,string
CMD_CDH_MEM_DUMP_037,0,addr,uint32
CMD_CDH_MEM_DUMP_037,1,len,uint16
CMD_CDH_MEM_PATCH_037,0,addr,uint32
CMD_CDH_MEM_PATCH_037,1,data,bytes
CMD_THERMAL_HTR_ON_037,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_037,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_037,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_037,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_037,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_037,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_038,0,channel,uint8
CMD_EPS_PWR_ON_038,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_038,0,channel,uint8
CMD_EPS_BATT_TRICKLE_038,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_038,0,array_id,uint8
CMD_EPS_SOLAR_STOW_038,0,array_id,uint8
CMD_ADCS_MODE_SET_038,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_038,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_038,1,rpm,int16
CMD_ADCS_RW_STOP_038,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_038,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_038,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_038,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_038,0,quat_x,float32
CMD_ADCS_ATT_SLEW_038,1,quat_y,float32
CMD_ADCS_ATT_SLEW_038,2,quat_z,float32
CMD_ADCS_ATT_SLEW_038,3,quat_w,float32
CMD_COMM_TX_ENABLE_038,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_038,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_038,0,dbm,int8
CMD_COMM_DUMP_START_038,0,vc_id,uint8
CMD_COMM_DUMP_STOP_038,0,vc_id,uint8
CMD_CDH_TIME_SYNC_038,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_038,0,path,string
CMD_CDH_MEM_DUMP_038,0,addr,uint32
CMD_CDH_MEM_DUMP_038,1,len,uint16
CMD_CDH_MEM_PATCH_038,0,addr,uint32
CMD_CDH_MEM_PATCH_038,1,data,bytes
CMD_THERMAL_HTR_ON_038,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_038,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_038,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_038,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_038,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_038,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_039,0,channel,uint8
CMD_EPS_PWR_ON_039,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_039,0,channel,uint8
CMD_EPS_BATT_TRICKLE_039,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_039,0,array_id,uint8
CMD_EPS_SOLAR_STOW_039,0,array_id,uint8
CMD_ADCS_MODE_SET_039,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_039,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_039,1,rpm,int16
CMD_ADCS_RW_STOP_039,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_039,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_039,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_039,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_039,0,quat_x,float32
CMD_ADCS_ATT_SLEW_039,1,quat_y,float32
CMD_ADCS_ATT_SLEW_039,2,quat_z,float32
CMD_ADCS_ATT_SLEW_039,3,quat_w,float32
CMD_COMM_TX_ENABLE_039,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_039,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_039,0,dbm,int8
CMD_COMM_DUMP_START_039,0,vc_id,uint8
CMD_COMM_DUMP_STOP_039,0,vc_id,uint8
CMD_CDH_TIME_SYNC_039,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_039,0,path,string
CMD_CDH_MEM_DUMP_039,0,addr,uint32
CMD_CDH_MEM_DUMP_039,1,len,uint16
CMD_CDH_MEM_PATCH_039,0,addr,uint32
CMD_CDH_MEM_PATCH_039,1,data,bytes
CMD_THERMAL_HTR_ON_039,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_039,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_039,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_039,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_039,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_039,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_040,0,channel,uint8
CMD_EPS_PWR_ON_040,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_040,0,channel,uint8
CMD_EPS_BATT_TRICKLE_040,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_040,0,array_id,uint8
CMD_EPS_SOLAR_STOW_040,0,array_id,uint8
CMD_ADCS_MODE_SET_040,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_040,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_040,1,rpm,int16
CMD_ADCS_RW_STOP_040,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_040,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_040,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_040,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_040,0,quat_x,float32
CMD_ADCS_ATT_SLEW_040,1,quat_y,float32
CMD_ADCS_ATT_SLEW_040,2,quat_z,float32
CMD_ADCS_ATT_SLEW_040,3,quat_w,float32
CMD_COMM_TX_ENABLE_040,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_040,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_040,0,dbm,int8
CMD_COMM_DUMP_START_040,0,vc_id,uint8
CMD_COMM_DUMP_STOP_040,0,vc_id,uint8
CMD_CDH_TIME_SYNC_040,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_040,0,path,string
CMD_CDH_MEM_DUMP_040,0,addr,uint32
CMD_CDH_MEM_DUMP_040,1,len,uint16
CMD_CDH_MEM_PATCH_040,0,addr,uint32
CMD_CDH_MEM_PATCH_040,1,data,bytes
CMD_THERMAL_HTR_ON_040,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_040,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_040,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_040,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_040,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_040,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_041,0,channel,uint8
CMD_EPS_PWR_ON_041,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_041,0,channel,uint8
CMD_EPS_BATT_TRICKLE_041,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_041,0,array_id,uint8
CMD_EPS_SOLAR_STOW_041,0,array_id,uint8
CMD_ADCS_MODE_SET_041,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_041,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_041,1,rpm,int16
CMD_ADCS_RW_STOP_041,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_041,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_041,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_041,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_041,0,quat_x,float32
CMD_ADCS_ATT_SLEW_041,1,quat_y,float32
CMD_ADCS_ATT_SLEW_041,2,quat_z,float32
CMD_ADCS_ATT_SLEW_041,3,quat_w,float32
CMD_COMM_TX_ENABLE_041,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_041,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_041,0,dbm,int8
CMD_COMM_DUMP_START_041,0,vc_id,uint8
CMD_COMM_DUMP_STOP_041,0,vc_id,uint8
CMD_CDH_TIME_SYNC_041,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_041,0,path,string
CMD_CDH_MEM_DUMP_041,0,addr,uint32
CMD_CDH_MEM_DUMP_041,1,len,uint16
CMD_CDH_MEM_PATCH_041,0,addr,uint32
CMD_CDH_MEM_PATCH_041,1,data,bytes
CMD_THERMAL_HTR_ON_041,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_041,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_041,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_041,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_041,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_041,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_042,0,channel,uint8
CMD_EPS_PWR_ON_042,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_042,0,channel,uint8
CMD_EPS_BATT_TRICKLE_042,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_042,0,array_id,uint8
CMD_EPS_SOLAR_STOW_042,0,array_id,uint8
CMD_ADCS_MODE_SET_042,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_042,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_042,1,rpm,int16
CMD_ADCS_RW_STOP_042,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_042,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_042,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_042,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_042,0,quat_x,float32
CMD_ADCS_ATT_SLEW_042,1,quat_y,float32
CMD_ADCS_ATT_SLEW_042,2,quat_z,float32
CMD_ADCS_ATT_SLEW_042,3,quat_w,float32
CMD_COMM_TX_ENABLE_042,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_042,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_042,0,dbm,int8
CMD_COMM_DUMP_START_042,0,vc_id,uint8
CMD_COMM_DUMP_STOP_042,0,vc_id,uint8
CMD_CDH_TIME_SYNC_042,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_042,0,path,string
CMD_CDH_MEM_DUMP_042,0,addr,uint32
CMD_CDH_MEM_DUMP_042,1,len,uint16
CMD_CDH_MEM_PATCH_042,0,addr,uint32
CMD_CDH_MEM_PATCH_042,1,data,bytes
CMD_THERMAL_HTR_ON_042,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_042,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_042,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_042,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_042,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_042,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_043,0,channel,uint8
CMD_EPS_PWR_ON_043,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_043,0,channel,uint8
CMD_EPS_BATT_TRICKLE_043,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_043,0,array_id,uint8
CMD_EPS_SOLAR_STOW_043,0,array_id,uint8
CMD_ADCS_MODE_SET_043,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_043,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_043,1,rpm,int16
CMD_ADCS_RW_STOP_043,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_043,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_043,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_043,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_043,0,quat_x,float32
CMD_ADCS_ATT_SLEW_043,1,quat_y,float32
CMD_ADCS_ATT_SLEW_043,2,quat_z,float32
CMD_ADCS_ATT_SLEW_043,3,quat_w,float32
CMD_COMM_TX_ENABLE_043,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_043,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_043,0,dbm,int8
CMD_COMM_DUMP_START_043,0,vc_id,uint8
CMD_COMM_DUMP_STOP_043,0,vc_id,uint8
CMD_CDH_TIME_SYNC_043,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_043,0,path,string
CMD_CDH_MEM_DUMP_043,0,addr,uint32
CMD_CDH_MEM_DUMP_043,1,len,uint16
CMD_CDH_MEM_PATCH_043,0,addr,uint32
CMD_CDH_MEM_PATCH_043,1,data,bytes
CMD_THERMAL_HTR_ON_043,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_043,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_043,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_043,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_043,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_043,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_044,0,channel,uint8
CMD_EPS_PWR_ON_044,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_044,0,channel,uint8
CMD_EPS_BATT_TRICKLE_044,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_044,0,array_id,uint8
CMD_EPS_SOLAR_STOW_044,0,array_id,uint8
CMD_ADCS_MODE_SET_044,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_044,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_044,1,rpm,int16
CMD_ADCS_RW_STOP_044,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_044,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_044,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_044,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_044,0,quat_x,float32
CMD_ADCS_ATT_SLEW_044,1,quat_y,float32
CMD_ADCS_ATT_SLEW_044,2,quat_z,float32
CMD_ADCS_ATT_SLEW_044,3,quat_w,float32
CMD_COMM_TX_ENABLE_044,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_044,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_044,0,dbm,int8
CMD_COMM_DUMP_START_044,0,vc_id,uint8
CMD_COMM_DUMP_STOP_044,0,vc_id,uint8
CMD_CDH_TIME_SYNC_044,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_044,0,path,string
CMD_CDH_MEM_DUMP_044,0,addr,uint32
CMD_CDH_MEM_DUMP_044,1,len,uint16
CMD_CDH_MEM_PATCH_044,0,addr,uint32
CMD_CDH_MEM_PATCH_044,1,data,bytes
CMD_THERMAL_HTR_ON_044,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_044,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_044,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_044,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_044,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_044,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_045,0,channel,uint8
CMD_EPS_PWR_ON_045,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_045,0,channel,uint8
CMD_EPS_BATT_TRICKLE_045,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_045,0,array_id,uint8
CMD_EPS_SOLAR_STOW_045,0,array_id,uint8
CMD_ADCS_MODE_SET_045,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_045,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_045,1,rpm,int16
CMD_ADCS_RW_STOP_045,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_045,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_045,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_045,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_045,0,quat_x,float32
CMD_ADCS_ATT_SLEW_045,1,quat_y,float32
CMD_ADCS_ATT_SLEW_045,2,quat_z,float32
CMD_ADCS_ATT_SLEW_045,3,quat_w,float32
CMD_COMM_TX_ENABLE_045,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_045,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_045,0,dbm,int8
CMD_COMM_DUMP_START_045,0,vc_id,uint8
CMD_COMM_DUMP_STOP_045,0,vc_id,uint8
CMD_CDH_TIME_SYNC_045,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_045,0,path,string
CMD_CDH_MEM_DUMP_045,0,addr,uint32
CMD_CDH_MEM_DUMP_045,1,len,uint16
CMD_CDH_MEM_PATCH_045,0,addr,uint32
CMD_CDH_MEM_PATCH_045,1,data,bytes
CMD_THERMAL_HTR_ON_045,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_045,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_045,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_045,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_045,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_045,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_046,0,channel,uint8
CMD_EPS_PWR_ON_046,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_046,0,channel,uint8
CMD_EPS_BATT_TRICKLE_046,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_046,0,array_id,uint8
CMD_EPS_SOLAR_STOW_046,0,array_id,uint8
CMD_ADCS_MODE_SET_046,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_046,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_046,1,rpm,int16
CMD_ADCS_RW_STOP_046,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_046,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_046,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_046,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_046,0,quat_x,float32
CMD_ADCS_ATT_SLEW_046,1,quat_y,float32
CMD_ADCS_ATT_SLEW_046,2,quat_z,float32
CMD_ADCS_ATT_SLEW_046,3,quat_w,float32
CMD_COMM_TX_ENABLE_046,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_046,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_046,0,dbm,int8
CMD_COMM_DUMP_START_046,0,vc_id,uint8
CMD_COMM_DUMP_STOP_046,0,vc_id,uint8
CMD_CDH_TIME_SYNC_046,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_046,0,path,string
CMD_CDH_MEM_DUMP_046,0,addr,uint32
CMD_CDH_MEM_DUMP_046,1,len,uint16
CMD_CDH_MEM_PATCH_046,0,addr,uint32
CMD_CDH_MEM_PATCH_046,1,data,bytes
CMD_THERMAL_HTR_ON_046,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_046,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_046,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_046,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_046,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_046,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_047,0,channel,uint8
CMD_EPS_PWR_ON_047,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_047,0,channel,uint8
CMD_EPS_BATT_TRICKLE_047,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_047,0,array_id,uint8
CMD_EPS_SOLAR_STOW_047,0,array_id,uint8
CMD_ADCS_MODE_SET_047,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_047,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_047,1,rpm,int16
CMD_ADCS_RW_STOP_047,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_047,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_047,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_047,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_047,0,quat_x,float32
CMD_ADCS_ATT_SLEW_047,1,quat_y,float32
CMD_ADCS_ATT_SLEW_047,2,quat_z,float32
CMD_ADCS_ATT_SLEW_047,3,quat_w,float32
